Date,Close
2020-11-05,416.63
2020-11-06,455.72
2020-11-07,435.4
2020-11-08,454.68
2020-11-09,444.33
2020-11-10,450.22
2020-11-11,463.33
2020-11-12,462.56
2020-11-13,476.29
2020-11-14,460.7
2020-11-15,448.23
2020-11-16,460.43
2020-11-17,481.95
2020-11-18,478.52
2020-11-19,471.21
2020-11-20,509.98
2020-11-21,551.91
2020-11-22,559.4
2020-11-23,609.22
2020-11-24,605.03
2020-11-25,569.67
2020-11-26,519.32
2020-11-27,518.11
2020-11-28,537.74
2020-11-29,575.45
2020-11-30,615.92
2020-12-01,585.66
2020-12-02,598.05
2020-12-03,616.32
2020-12-04,567.91
2020-12-05,596.68
2020-12-06,601.68
2020-12-07,591.09
2020-12-08,555.05
2020-12-09,573.21
2020-12-10,558.13
2020-12-11,544.17
2020-12-12,567.78
2020-12-13,591.09
2020-12-14,586.19
2020-12-15,588.91
2020-12-16,637.38
2020-12-17,643.17
2020-12-18,653.85
2020-12-19,658.17
2020-12-20,638.26
2020-12-21,607.85
2020-12-22,637.47
2020-12-23,585.69
2020-12-24,612.34
2020-12-25,626.93
2020-12-26,636.58
2020-12-27,683.71
2020-12-28,730.05
2020-12-29,731.76
2020-12-30,751.8
2020-12-31,735.94
2021-01-01,729.12
2021-01-02,774.5
2021-01-03,974.97
2021-01-04,1042.4
2021-01-05,1099.52
2021-01-06,1207.77
2021-01-07,1224.35
2021-01-08,1215.73
2021-01-09,1275.58
2021-01-10,1256.04
2021-01-11,1091.47
2021-01-12,1050.19
2021-01-13,1128.46
2021-01-14,1226.17
2021-01-15,1171.68
2021-01-16,1228.27
2021-01-17,1232.64
2021-01-18,1258.06
2021-01-19,1372.0
2021-01-20,1377.53
2021-01-21,1117.33
2021-01-22,1234.58
2021-01-23,1233.4
2021-01-24,1390.28
2021-01-25,1317.9
2021-01-26,1366.27
2021-01-27,1247.62
2021-01-28,1328.47
2021-01-29,1379.3
2021-01-30,1376.96
2021-01-31,1312.73
2021-02-01,1373.4
2021-02-02,1511.36
2021-02-03,1664.34
2021-02-04,1594.0
2021-02-05,1719.2
2021-02-06,1676.63
2021-02-07,1612.99
2021-02-08,1750.18
2021-02-09,1770.63
2021-02-10,1742.09
2021-02-11,1786.35
2021-02-12,1841.02
2021-02-13,1815.49
2021-02-14,1801.78
2021-02-15,1778.82
2021-02-16,1781.69
2021-02-17,1847.95
2021-02-18,1934.16
2021-02-19,1955.59
2021-02-20,1913.88
2021-02-21,1933.45
2021-02-22,1777.28
2021-02-23,1578.11
2021-02-24,1623.71
2021-02-25,1476.15
2021-02-26,1445.44
2021-02-27,1458.93
2021-02-28,1418.76
2021-03-01,1570.03
2021-03-02,1488.62
2021-03-03,1571.05
2021-03-04,1538.61
2021-03-05,1530.29
2021-03-06,1649.19
2021-03-07,1728.1
2021-03-08,1831.49
2021-03-09,1869.1
2021-03-10,1794.14
2021-03-11,1825.79
2021-03-12,1766.9
2021-03-13,1921.13
2021-03-14,1849.06
2021-03-15,1792.38
2021-03-16,1804.85
2021-03-17,1823.35
2021-03-18,1776.08
2021-03-19,1809.64
2021-03-20,1804.6
2021-03-21,1783.72
2021-03-22,1682.37
2021-03-23,1667.9
2021-03-24,1582.38
2021-03-25,1586.54
2021-03-26,1698.6
2021-03-27,1713.01
2021-03-28,1686.8
2021-03-29,1816.69
2021-03-30,1841.01
2021-03-31,1917.99
2021-04-01,1967.96
2021-04-02,2134.55
2021-04-03,2008.59
2021-04-04,2075.94
2021-04-05,2106.41
2021-04-06,2111.53
2021-04-07,1961.46
2021-04-08,2079.92
2021-04-09,2066.93
2021-04-10,2133.79
2021-04-11,2151.42
2021-04-12,2137.81
2021-04-13,2299.93
2021-04-14,2431.56
2021-04-15,2514.22
2021-04-16,2423.18
2021-04-17,2318.33
2021-04-18,2237.17
2021-04-19,2160.63
2021-04-20,2332.14
2021-04-21,2360.81
2021-04-22,2401.1
2021-04-23,2367.31
2021-04-24,2215.93
2021-04-25,2316.48
2021-04-26,2533.12
2021-04-27,2665.24
2021-04-28,2746.54
2021-04-29,2757.36
2021-04-30,2772.78
2021-05-01,2944.66
2021-05-02,2950.33
2021-05-03,3429.37
2021-05-04,3286.71
2021-05-05,3522.76
2021-05-06,3489.52
2021-05-07,3481.22
2021-05-08,3905.55
2021-05-09,3922.23
2021-05-10,3947.9
2021-05-11,4167.78
2021-05-12,3811.77
2021-05-13,3719.62
2021-05-14,4075.38
2021-05-15,3641.65
2021-05-16,3582.12
2021-05-17,3279.68
2021-05-18,3377.55
2021-05-19,2435.69
2021-05-20,2777.55
2021-05-21,2433.11
2021-05-22,2291.6
2021-05-23,2101.34
2021-05-24,2646.79
2021-05-25,2705.09
2021-05-26,2884.66
2021-05-27,2735.88
2021-05-28,2414.29
2021-05-29,2276.07
2021-05-30,2386.1
2021-05-31,2708.47
2021-06-01,2633.67
2021-06-02,2706.1
2021-06-03,2853.35
2021-06-04,2686.5
2021-06-05,2628.98
2021-06-06,2713.66
2021-06-07,2592.63
2021-06-08,2510.65
2021-06-09,2606.23
2021-06-10,2469.97
2021-06-11,2351.45
2021-06-12,2368.47
2021-06-13,2508.27
2021-06-14,2581.48
2021-06-15,2543.83
2021-06-16,2367.28
2021-06-17,2371.62
2021-06-18,2229.53
2021-06-19,2166.91
2021-06-20,2243.86
2021-06-21,1891.18
2021-06-22,1876.66
2021-06-23,1968.39
2021-06-24,1989.14
2021-06-25,1810.57
2021-06-26,1830.62
2021-06-27,1979.88
2021-06-28,2083.09
2021-06-29,2158.71
2021-06-30,2273.84
2021-07-01,2109.11
2021-07-02,2154.78
2021-07-03,2224.7
2021-07-04,2323.22
2021-07-05,2196.16
2021-07-06,2322.72
2021-07-07,2316.57
2021-07-08,2120.22
2021-07-09,2145.89
2021-07-10,2111.12
2021-07-11,2139.35
2021-07-12,2035.09
2021-07-13,1940.72
2021-07-14,1994.64
2021-07-15,1917.21
2021-07-16,1878.2
2021-07-17,1897.98
2021-07-18,1892.42
2021-07-19,1818.07
2021-07-20,1786.07
2021-07-21,1994.49
2021-07-22,2024.58
2021-07-23,2123.61
2021-07-24,2151.85
2021-07-25,2189.79
2021-07-26,2229.53
2021-07-27,2300.22
2021-07-28,2299.11
2021-07-29,2380.93
2021-07-30,2460.95
2021-07-31,2532.19
2021-08-01,2556.23
2021-08-02,2608.04
2021-08-03,2506.65
2021-08-04,2725.29
2021-08-05,2827.21
2021-08-06,2889.43
2021-08-07,3158.0
2021-08-08,3012.07
2021-08-09,3162.93
2021-08-10,3140.71
2021-08-11,3163.66
2021-08-12,3043.61
2021-08-13,3322.43
2021-08-14,3264.69
2021-08-15,3308.87
2021-08-16,3147.65
2021-08-17,3014.58
2021-08-18,3016.91
2021-08-19,3184.82
2021-08-20,3284.21
2021-08-21,3223.96
2021-08-22,3238.7
2021-08-23,3319.49
2021-08-24,3173.26
2021-08-25,3228.15
2021-08-26,3093.54
2021-08-27,3273.58
2021-08-28,3243.9
2021-08-29,3222.16
2021-08-30,3225.67
2021-08-31,3430.74
2021-09-01,3832.73
2021-09-02,3786.19
2021-09-03,3936.29
2021-09-04,3884.97
2021-09-05,3950.62
2021-09-06,3927.21
2021-09-07,3423.12
2021-09-08,3495.1
2021-09-09,3423.51
2021-09-10,3207.27
2021-09-11,3267.33
2021-09-12,3408.28
2021-09-13,3284.52
2021-09-14,3428.87
2021-09-15,3611.9
2021-09-16,3569.43
2021-09-17,3398.65
2021-09-18,3435.97
2021-09-19,3329.12
2021-09-20,2976.05
2021-09-21,2761.52
2021-09-22,3077.78
2021-09-23,3152.92
2021-09-24,2928.57
2021-09-25,2922.55
2021-09-26,3063.51
2021-09-27,2926.24
2021-09-28,2807.28
2021-09-29,2851.5
2021-09-30,3000.59
2021-10-01,3309.13
2021-10-02,3388.97
2021-10-03,3417.34
2021-10-04,3382.9
2021-10-05,3517.26
2021-10-06,3575.41
2021-10-07,3586.0
2021-10-08,3559.42
2021-10-09,3574.2
2021-10-10,3415.03
2021-10-11,3545.06
2021-10-12,3489.9
2021-10-13,3607.28
2021-10-14,3790.41
2021-10-15,3866.9
2021-10-16,3827.55
2021-10-17,3845.47
2021-10-18,3747.6
2021-10-19,3876.78
2021-10-20,4159.89
2021-10-21,4054.16
2021-10-22,3970.94
2021-10-23,4168.85
2021-10-24,4082.8
2021-10-25,4219.92
2021-10-26,4129.51
2021-10-27,3921.93
2021-10-28,4284.9
2021-10-29,4413.7
2021-10-30,4320.65
2021-10-31,4287.56
2021-11-01,4320.85
2021-11-02,4586.06
2021-11-03,4602.21
2021-11-04,4535.11
2021-11-05,4475.0
2021-11-06,4517.36
2021-11-07,4612.06
2021-11-08,4808.38
2021-11-09,4731.83
2021-11-10,4634.03
2021-11-11,4720.87
2021-11-12,4667.31
2021-11-13,4644.61
2021-11-14,4625.59
2021-11-15,4562.98
2021-11-16,4208.16
2021-11-17,4290.88
2021-11-18,4001.87
2021-11-19,4295.43
2021-11-20,4408.85
2021-11-21,4268.08
2021-11-22,4086.95
2021-11-23,4340.23
2021-11-24,4273.54
2021-11-25,4520.3
2021-11-26,4034.53
2021-11-27,4094.8
2021-11-28,4296.98
2021-11-29,4443.22
2021-11-30,4628.9
2021-12-01,4583.28
2021-12-02,4512.9
2021-12-03,4219.3
2021-12-04,4123.46
2021-12-05,4194.8
2021-12-06,4353.31
2021-12-07,4307.08
2021-12-08,4435.74
2021-12-09,4107.69
2021-12-10,3903.48
2021-12-11,4075.66
2021-12-12,4131.78
2021-12-13,3781.94
2021-12-14,3861.55
2021-12-15,4019.24
2021-12-16,3956.62
2021-12-17,3878.29
2021-12-18,3959.83
2021-12-19,3925.34
2021-12-20,3938.8
2021-12-21,4016.59
2021-12-22,3979.54
2021-12-23,4110.14
2021-12-24,4043.39
2021-12-25,4093.14
2021-12-26,4061.27
2021-12-27,4036.24
2021-12-28,3791.69
2021-12-29,3627.93
2021-12-30,3709.57
2021-12-31,3677.85
2022-01-01,3765.67
2022-01-02,3830.67
2022-01-03,3764.24
2022-01-04,3789.52
2022-01-05,3535.86
2022-01-06,3407.77
2022-01-07,3195.31
2022-01-08,3080.02
2022-01-09,3150.3
2022-01-10,3085.43
2022-01-11,3237.89
2022-01-12,3370.89
2022-01-13,3238.03
2022-01-14,3307.9
2022-01-15,3327.74
2022-01-16,3346.59
2022-01-17,3209.35
2022-01-18,3160.15
2022-01-19,3083.65
2022-01-20,3004.72
2022-01-21,2571.29
2022-01-22,2412.52
2022-01-23,2540.81
2022-01-24,2441.01
2022-01-25,2458.07
2022-01-26,2461.41
2022-01-27,2424.66
2022-01-28,2545.95
2022-01-29,2600.02
2022-01-30,2602.77
2022-01-31,2686.82
2022-02-01,2787.16
2022-02-02,2681.0
2022-02-03,2692.8
2022-02-04,2994.99
2022-02-05,3013.81
2022-02-06,3056.2
2022-02-07,3140.18
2022-02-08,3115.88
2022-02-09,3243.62
2022-02-10,3071.83
2022-02-11,2927.63
2022-02-12,2917.1
2022-02-13,2870.25
2022-02-14,2929.31
2022-02-15,3182.27
2022-02-16,3118.9
2022-02-17,2894.03
2022-02-18,2779.56
2022-02-19,2763.81
2022-02-20,2619.32
2022-02-21,2569.87
2022-02-22,2636.13
2022-02-23,2578.15
2022-02-24,2596.52
2022-02-25,2767.53
2022-02-26,2776.96
2022-02-27,2616.34
2022-02-28,2922.5
2022-03-01,2975.81
2022-03-02,2947.14
2022-03-03,2834.91
2022-03-04,2622.15
2022-03-05,2665.42
2022-03-06,2549.4
2022-03-07,2492.53
2022-03-08,2577.21
2022-03-09,2726.94
2022-03-10,2606.5
2022-03-11,2556.96
2022-03-12,2569.8
2022-03-13,2516.75
2022-03-14,2589.3
2022-03-15,2617.43
2022-03-16,2773.94
2022-03-17,2812.29
2022-03-18,2939.76
2022-03-19,2949.92
2022-03-20,2861.69
2022-03-21,2891.63
2022-03-22,2969.64
2022-03-23,3036.12
2022-03-24,3109.25
2022-03-25,3103.51
2022-03-26,3146.01
2022-03-27,3297.04
2022-03-28,3329.38
2022-03-29,3401.89
2022-03-30,3385.64
2022-03-31,3282.35
2022-04-01,3456.18
2022-04-02,3442.34
2022-04-03,3521.1
2022-04-04,3520.41
2022-04-05,3406.78
2022-04-06,3169.58
2022-04-07,3228.84
2022-04-08,3193.93
2022-04-09,3259.35
2022-04-10,3201.84
2022-04-11,2978.29
2022-04-12,3027.25
2022-04-13,3116.92
2022-04-14,3021.93
2022-04-15,3042.01
2022-04-16,3058.96
2022-04-17,2989.05
2022-04-18,3055.64
2022-04-19,3102.01
2022-04-20,3076.38
2022-04-21,2983.95
2022-04-22,2963.0
2022-04-23,2931.9
2022-04-24,2922.03
2022-04-25,3006.04
2022-04-26,2810.42
2022-04-27,2888.99
2022-04-28,2937.01
2022-04-29,2816.66
2022-04-30,2727.18
2022-05-01,2825.8
2022-05-02,2856.01
2022-05-03,2781.47
2022-05-04,2940.7
2022-05-05,2747.46
2022-05-06,2692.88
2022-05-07,2636.03
2022-05-08,2519.98
2022-05-09,2229.1
2022-05-10,2342.3
2022-05-11,2080.79
2022-05-12,1955.36
2022-05-13,2009.53
2022-05-14,2056.3
2022-05-15,2145.86
2022-05-16,2022.93
2022-05-17,2091.14
2022-05-18,1912.12
2022-05-19,2019.34
2022-05-20,1959.85
2022-05-21,1975.12
2022-05-22,2043.19
2022-05-23,1972.93
2022-05-24,1979.35
2022-05-25,1942.91
2022-05-26,1793.42
2022-05-27,1724.3
2022-05-28,1792.68
2022-05-29,1813.56
2022-05-30,1998.46
2022-05-31,1941.79
2022-06-01,1818.07
2022-06-02,1834.64
2022-06-03,1775.29
2022-06-04,1804.37
2022-06-05,1806.71
2022-06-06,1859.99
2022-06-07,1813.72
2022-06-08,1793.0
2022-06-09,1788.06
2022-06-10,1663.02
2022-06-11,1531.42
2022-06-12,1435.46
2022-06-13,1206.67
2022-06-14,1210.84
2022-06-15,1237.92
2022-06-16,1068.49
2022-06-17,1086.47
2022-06-18,995.61
2022-06-19,1128.39
2022-06-20,1128.32
2022-06-21,1125.96
2022-06-22,1049.02
2022-06-23,1144.19
2022-06-24,1225.03
2022-06-25,1241.76
2022-06-26,1198.03
2022-06-27,1190.84
2022-06-28,1143.97
2022-06-29,1099.51
2022-06-30,1069.05
2022-07-01,1058.94
2022-07-02,1066.6
2022-07-03,1074.08
2022-07-04,1151.19
2022-07-05,1133.9
2022-07-06,1186.45
2022-07-07,1238.15
2022-07-08,1216.33
2022-07-09,1216.94
2022-07-10,1167.35
2022-07-11,1096.43
2022-07-12,1038.56
2022-07-13,1115.83
2022-07-14,1192.75
2022-07-15,1231.03
2022-07-16,1356.08
2022-07-17,1337.85
2022-07-18,1584.77
2022-07-19,1543.5
2022-07-20,1520.64
2022-07-21,1575.68
2022-07-22,1534.85
2022-07-23,1549.61
2022-07-24,1598.19
2022-07-25,1438.52
2022-07-26,1450.7
2022-07-27,1636.01
2022-07-28,1726.01
2022-07-29,1720.77
2022-07-30,1695.97
2022-07-31,1680.0
2022-08-01,1630.1
2022-08-02,1631.48
2022-08-03,1618.08
2022-08-04,1606.94
2022-08-05,1737.71
2022-08-06,1690.27
2022-08-07,1700.29
2022-08-08,1778.42
2022-08-09,1702.8
2022-08-10,1853.46
2022-08-11,1880.28
2022-08-12,1957.63
2022-08-13,1983.5
2022-08-14,1935.1
2022-08-15,1900.25
2022-08-16,1876.7
2022-08-17,1834.18
2022-08-18,1846.51
2022-08-19,1609.48
2022-08-20,1575.6
2022-08-21,1618.25
2022-08-22,1626.75
2022-08-23,1664.89
2022-08-24,1656.64
2022-08-25,1695.37
2022-08-26,1508.08
2022-08-27,1490.83
2022-08-28,1426.25
2022-08-29,1552.6
2022-08-30,1523.34
2022-08-31,1555.12
2022-09-01,1585.48
2022-09-02,1575.34
2022-09-03,1557.55
2022-09-04,1578.89
2022-09-05,1617.07
2022-09-06,1557.85
2022-09-07,1629.51
2022-09-08,1634.85
2022-09-09,1718.81
2022-09-10,1774.38
2022-09-11,1766.93
2022-09-12,1716.42
2022-09-13,1574.47
2022-09-14,1637.92
2022-09-15,1472.64
2022-09-16,1434.01
2022-09-17,1468.79
2022-09-18,1335.01
2022-09-19,1376.0
2022-09-20,1323.33
2022-09-21,1247.74
2022-09-22,1326.44
2022-09-23,1327.96
2022-09-24,1317.0
2022-09-25,1294.26
2022-09-26,1337.06
2022-09-27,1328.23
2022-09-28,1337.37
2022-09-29,1336.08
2022-09-30,1328.73
2022-10-01,1311.8
2022-10-02,1275.74
2022-10-03,1323.41
2022-10-04,1361.48
2022-10-05,1352.07
2022-10-06,1352.27
2022-10-07,1330.99
2022-10-08,1315.05
2022-10-09,1323.41
2022-10-10,1290.04
2022-10-11,1279.97
2022-10-12,1294.57
2022-10-13,1287.34
2022-10-14,1296.74
2022-10-15,1274.57
2022-10-16,1305.95
2022-10-17,1331.12
2022-10-18,1310.81
2022-10-19,1285.32
2022-10-20,1282.87
2022-10-21,1299.76
2022-10-22,1313.64
2022-10-23,1363.92
2022-10-24,1343.88
2022-10-25,1459.6
2022-10-26,1566.16
2022-10-27,1514.19
2022-10-28,1554.47
2022-10-29,1619.69
2022-10-30,1590.47
2022-10-31,1572.89
2022-11-01,1579.64
2022-11-02,1519.04
2022-11-03,1531.08
2022-11-04,1645.01
2022-11-05,1627.07
2022-11-06,1570.86
2022-11-07,1567.57
2022-11-08,1335.25
2022-11-09,1100.84
2022-11-10,1299.15
2022-11-11,1288.63
2022-11-12,1256.29
2022-11-13,1221.47
2022-11-14,1242.64
2022-11-15,1253.45
2022-11-16,1206.16
2022-11-17,1205.17
2022-11-18,1207.31
2022-11-19,1217.65
2022-11-20,1142.88
2022-11-21,1107.46
2022-11-22,1139.74
2022-11-23,1185.79
2022-11-24,1203.77
2022-11-25,1198.12
2022-11-26,1205.15
2022-11-27,1193.38
2022-11-28,1167.73
2022-11-29,1216.55
2022-11-30,1294.41
2022-12-01,1276.05
2022-12-02,1295.69
2022-12-03,1240.46
2022-12-04,1279.74
2022-12-05,1259.56
2022-12-06,1271.26
2022-12-07,1231.04
2022-12-08,1280.29
2022-12-09,1262.86
2022-12-10,1266.62
2022-12-11,1263.42
2022-12-12,1275.02
2022-12-13,1320.76
2022-12-14,1307.3
2022-12-15,1266.32
2022-12-16,1166.7
2022-12-17,1187.18
2022-12-18,1182.7
2022-12-19,1167.8
2022-12-20,1217.2
2022-12-21,1213.85
2022-12-22,1217.57
2022-12-23,1220.03
2022-12-24,1220.46
2022-12-25,1218.69
2022-12-26,1227.65
2022-12-27,1211.6
2022-12-28,1189.98
2022-12-29,1200.84
2022-12-30,1199.8
2022-12-31,1195.67
2023-01-01,1200.52
2023-01-02,1213.93
2023-01-03,1214.57
2023-01-04,1256.92
2023-01-05,1250.95
2023-01-06,1269.14
2023-01-07,1263.9
2023-01-08,1288.38
2023-01-09,1320.51
2023-01-10,1335.13
2023-01-11,1389.84
2023-01-12,1416.08
2023-01-13,1450.86
2023-01-14,1550.02
2023-01-15,1552.69
2023-01-16,1576.94
2023-01-17,1564.67
2023-01-18,1511.31
2023-01-19,1551.62
2023-01-20,1659.98
2023-01-21,1625.53
2023-01-22,1627.03
2023-01-23,1626.53
2023-01-24,1556.15
2023-01-25,1611.2
2023-01-26,1602.55
2023-01-27,1597.6
2023-01-28,1573.07
2023-01-29,1645.97
2023-01-30,1566.5
2023-01-31,1585.27
2023-02-01,1642.1
2023-02-02,1641.71
2023-02-03,1663.79
2023-02-04,1666.9
2023-02-05,1629.44
2023-02-06,1613.72
2023-02-07,1671.4
2023-02-08,1650.99
2023-02-09,1545.35
2023-02-10,1513.82
2023-02-11,1538.34
2023-02-12,1515.44
2023-02-13,1505.84
2023-02-14,1555.46
2023-02-15,1675.43
2023-02-16,1640.66
2023-02-17,1693.96
2023-02-18,1691.62
2023-02-19,1681.52
2023-02-20,1703.27
2023-02-21,1659.41
2023-02-22,1643.39
2023-02-23,1650.52
2023-02-24,1608.24
2023-02-25,1594.66
2023-02-26,1641.6
2023-02-27,1633.66
2023-02-28,1604.69
2023-03-01,1666.09
2023-03-02,1647.38
2023-03-03,1568.89
2023-03-04,1566.73
2023-03-05,1564.37
2023-03-06,1565.84
2023-03-07,1561.78
2023-03-08,1533.04
2023-03-09,1438.5
2023-03-10,1426.75
2023-03-11,1471.15
2023-03-12,1580.24
2023-03-13,1673.93
2023-03-14,1700.15
2023-03-15,1649.65
2023-03-16,1673.85
2023-03-17,1789.38
2023-03-18,1758.7
2023-03-19,1779.47
2023-03-20,1732.31
2023-03-21,1803.54
2023-03-22,1734.48
2023-03-23,1814.08
2023-03-24,1749.26
2023-03-25,1742.34
2023-03-26,1774.06
2023-03-27,1714.65
2023-03-28,1772.63
2023-03-29,1793.27
2023-03-30,1793.59
2023-03-31,1821.62
2023-04-01,1820.78
2023-04-02,1795.01
2023-04-03,1810.77
2023-04-04,1870.52
2023-04-05,1908.96
2023-04-06,1872.35
2023-04-07,1863.46
2023-04-08,1848.93
2023-04-09,1858.9
2023-04-10,1910.36
